"Name","State","Notes","User","Tags","Created","Runtime","Sweep","chatcore_every","chatcore_max_cat","chatcore_max_sample","device_batch_size","device_type","eval_every","eval_tokens","final_lr_frac","gsm8k_epochs","init_lr_frac","load_optimizer","mmlu_epochs","num_iterations","run","warmdown_ratio","warmup_ratio","chatcore/ARC-Challenge","chatcore/ARC-Easy","chatcore/GSM8K","chatcore/HumanEval","chatcore/MMLU","chatcore/SpellingBee","chatcore_cat","chatcore_metric","step","total_training_flops","total_training_time","train/dt","train/epoch","train/loss","train/lrm","train/mfu","train/tok_per_sec","val/bpb"
"speedrun_v3","finished","-","","","2026-06-02T00:15:35.000Z","904","","200","-1","24","16","","200","20971520","0","4","0.8","1","3","-1","speedrun_v3","0.5","0","0.5025597269624573","0.6393097643097643","0.041666666666666664","0.08333333333333333","0.3720979917390685","1","0.3395411035605734","0.3572705517802867","483","2418471236246962000","596.7910335063934","1.2626147270202637","1","0.8077949852065974","0.03102003342169279","50.12295496349636","830479","0.2733809168816617"
